speaker,utterance_num,utterance
Client,72,"But I don't mean to. I don't understand why they keep coming around. END of FILM and AUDIORECORDING Rogers’ Transcripts, Volume 12, Gloria Interview, page 18 Rogers’ Post-Session Commentary In spite of feeling initially the artificiality of the situation, particularly the hot lights, I very quickly became oblivious to the outside situation, and I think that Gloria did too. In many ways I'm glad that she kept pushing me for an answer to her very personal questions about her sex life and her relationship to her daughter. I say I'm glad of this because as the relationship developed, it became I think completely clear to her as well as to me that she was seeking something a good deal deeper than that. Incidentally, I'd like to pay my tribute to her deep honesty in being willing to talk about herself so freely. Although every individual is entirely unique, and in this respect I was definitely unprepared for and sometimes surprised by the material she brought up - still, in another sense, this was very typical of my experiences in therapy. When I am able really to let myself enter into a relationship, and I feel that this was true in this instance, then I find myself not only being increasingly moved by being in touch with the inner world of my client, but I find myself bringing out my own inner experience, statements which seem to have no connection with what's going on, but which usually prove to be, or prove to have, a very significant relationship to what the client is experiencing. I felt there were one o two incidents of this kind in this brief interview. I was genuinely moved, I probably showed it, by the fact that she told me near the end of the contact that, uh, she saw me as the father she would like to have. My reply was also a thoroughly spontaneous one that she seemed to me like a pretty nice daughter. I guess I feel that we're only playing with the real world of relationships when we talk about such an experience in terms of transference and counter-transference. I feel quite deeply about that. I want to say, yes, we can put this experience into some such highly intellectualized framework, but when we do Rogers’ Transcripts, Volume 12, Gloria Post-Session Commentary, page 19 that it completely misses the point of the very immediate ""I-Thou"" quality of the relationship at such moments. I felt that Gloria and I really encountered each other and that in some small but, I believe, lasting way, we were each of us enriched by the experience. I am saying these things almost immediately after the conclusion of the interview and as is characteristic of me, there are not more than one or two statements or incidents which I recall from the interview. I simply know that I was very much present in the relationship, that I lived it in the moment of its occurrence, and I realize that after a time I may begin to remember it too. But at the present time, I really have a very non-specific memory of the whole interview. I'll try to look at it, though, a little bit more from an intellectual rather than a strictly feeling point of view. Gloria showed what I have come to feel are characteristic elements of therapeutic movement. In the first part of the interview, she was talking about her feelings and they were past feelings.. She was talking about aspects of her behavior and of herself as if she didn't quite own them. She was looking outside herself for a center, or a locus of evaluation, some source of authority. She saw some of the things she was talking about in fairly black and white fashion. By the end of the interview, she was experiencing her feelings in the immediate moment, not only as evidenced by her tears, but by her ability to express very directly and with immediacy her feelings toward me. She was also much more aware of her ability to make her own judgments and choices. I guess, put in terms that have become somewhat commonplace, you could say that she moved from the ""there and then"" of her life to the ""here and now"" of elements that she was discovering in herself feelings which she was experiencing in the moment in her relationship with me. All in all, I feel good about the interview. I guess I feel good about myself in the interview and like Gloria, I feel very real regret that the relationship cannot continue. Rogers’ Transcripts, Volume 12, Gloria Post-Session Commentary, page 20 This transcript is available for purposes of research, study and teaching. It may not be sold. In this interview the responses of the therapist  , and the client   are numbered for easy reference. Carl Rogers 4th Interview with Sylvia1 - 1975 [Source: Whiteley, J. M. . Carl Rogers’ 4th Interview with Sylvia [Film].] After filming, comments by Sylvia and Rogers were inserted. The bracketed italicized dialogue indicates the voiced over comments. [Carl Rogers: This is my fourth interview with Sylvia. A year previous, Sylvia had been a member of a workshop in which I offered to put on a demonstration interview. I asked for volunteers and she was the first one to volunteer. In front of that workshop audience, I held three interviews with Sylvia. Then a year, uh, intervened before this fourth interview. The interview will be, uh, shown as it was recorded, but with, uh, comments both from Sylvia and from myself, at points where we felt we wished to clarify what was going on, uh, or to, to, uh, make some comment about what was going on.] Carl: Hi. Sylvia: Hi Carl.  C: Good to see ya. S 1: I’ve been looking forward to this moment. C 1: Well, I’m eager to know what’s what with you. S 2:    Well, do you mean in terms of the past year or right now? 1 This Sylvia, in session #4, is the same person as the client in the film “The Struggle for Self-Acceptance” - session #5 with Sylvia. Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 21 C 2: Oh, right now, whatever your concerns are in your present life.  I guess that’s what I’m interested in. S 2: Well, um,  I come here with an agenda,  like, of a particular thing I’d like to discuss with you.  And, and I think that discussing it will be helpful in terms of my, of my life. C 2: Uh-huh. Then that’s what I’d like you to discuss. S 3: Well, I think I’m doing very well in many ways, and I need to do some work,  too.  And, uh, the most pressing thing with me is that I plan to go to work in the fall,  full-time,  and have the care of both of my sons.  Without any support other than what I’m earning.  And I, and I, I don’t feel very upset about it, but I believe that deep down in my body I’m really afraid.  C 3: Are you afraid of the responsibility or, or what aspect of it is most frightening? S 4: Well what, what seems most frightening as I think about it is coming home from work very tired  and having, um, two little boys that need a lot.   C 4: Will you really be able to be a mother to them when they,  when you come home from work. Hmmm? S 5: Well, I’m sure I can do it  because I, it’s done every day. And, uh, the women I know an… who are trying to do that are having a really hard time.   And I’ve been thinking about talking about this problem now with you. I haven’t really… I, I talk about in a heady way with my friends, and, uh, I haven’t given myself any real support  with it. It’s a real fear I Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 22 have, and it’ll probably be really hard.  [Carl: It’s interesting that, uh, because she had saved up this problem to talk about that the moment she begins to talk about it she begins to, to, uh, get teary - that’s why I reached for the, uh, Kleenex, which she didn’t use. But, uh, it’s evident that, uh, though she may have talked about it in a, in an intellectual fashion to her friends, uh, it really does have a lot of emotional import for her.] [Sylvia: Well, I, I don’t know if it’s obvious to you but I started to cry when I said that and you know why, you know, I was feeling a lot of sadness.] C 5:  And you haven’t really had a chance to explore it in, in depth; you’ve talked about it more on a, on the surface level. S 5: Well, the exploring I’ve done is…  I decided for myself- well simple, I’ll look for other single working mothers  with young children who are doing well.  And I’ll talk to them and see what they do.  So I started asking, asking my friends, asking some people I know, “Do you know of this kind of person?” Well after about a month,  I didn’t come up with one,  one single woman taking care of young children and working full-time who was doing very well  and that scared me. C 6: So the track record, the track record that the other people have, the other women have makes you really concerned about will you be able to do it? S 7: Well that substantiates my concern. C 8: Yeah. Yeah. S 9: I’ve had the concern.    I wish,  I keep wishing I could find some secrets to make it easier for myself. And Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 23 the only secrets I can come up with are working half-time  and being really, like, no…  just barely, you know, paying rent and  food and so forth and so on.  But, I do know how to do that  and that may be what I decide to do. C 9: It’s one possible option at any rate. Mhm. S 10: But it seems like a real limited lifestyle. C 10: It is clear to me from the, from the tears that came up the first that, that, uh, this is something you feel a lot of concern about, isn’t it? S 11: Oh, I feel I’m two things . All alone  and somewhat doomed to fail. [Carl: I think, at this part, she was feeling, um, uh, quite discouraged after following a very good plan. Some of the responses along here are almost mechanical, like, um, my saying that’s another option. But then when I do pick up on the, uh, feeling that she had exhibited at the first, it, uh, brings up fresh all of the feeling that’s, uh, stirred up around that. And, uh, I think my response shows that I’m doing what I, what I customarily try to do. It is to live in the client’s experience and to feel whatever she’s feeling. This is the important thing to really go with the client into whatever feelings there are. And here I really go with her into her sadness. At times I, uh, feel almost as though I’m speaking for the client. And to me that’s, um, the relationship is good at those times. I feel as though, uh, I’m in the client’s world. I’m saying things that she could be saying. And, uh, when she says, “That’s right” it shows I have been right where she’s experiencing it.] C 11: Mhm. Mhm. Mhm. S 12: And, uh,  doomed to fail, not that I will die or  anything. I Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 24 think doomed to fail and to be there for my children  in a positive, cheerful,  warm, loving way.  And being a single parent, like I will be  their support system to a large extent.  And it scares me to think of their main support as being exhausted  and irritated  and  …  C 13: You just feel, “I may not be able to make it. I may be doomed  to failure by the very circumstances.” S 14: Right.    And talking about it this way I feel two ways: Like, “Oh c’mon Sylvia. Everybody else is doing it too.” And on the other hand, like, you’re willing to sit here and talk  about it with me  and I appreciate that.  C 14: Mhm. Mhm. But you don’t have to just tell yourself, “Oh, buck up, you can do it.” It’s, it gives you a good chance to really… S 15:  Right. Well, I do do that, “Buck up, you can do it.” I’ll do that plenty. But I don’t get much opportunity to,  to be sad with somebody about it.  How hard it  seems.  C 15: Yeah. Yeah. That’s the thing isn’t it? That to be all alone, with no support from anybody, it sounds like… S 16: Well, I mean  there are people that  care about me.  There’s, like, no financial  support.  And it’s not like I’ll have my mother next door,  or something like that. C 16: You’ll be alone with a heavy burden and it is a sad prospect really. S 17:   It feels sad.  And I get… Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 25 when I,  I depress myself by thinking, “Well, oh, sure I can give up my children.” And I think, “Well, I won’t do that.” Um, I’m seeing it as a black or white thing  and I know that’s not reality. C 17:  But it feels like reality. That either you’d have to give up your children or, or else  make a go of it. S 18: But then I also feel suspicious of myself. Like, “Well, Sylvia, you’re used to so much of getting your needs met.” Like, going out at night sometimes,  um, having friends,  and, and having a social life and not being overtired.  And then I see myself as pampered.  And, uh, if I just wasn’t so pampered,  things would be a lot better. C 18: That’s when you kind of scold yourself,  really. Mhm. Mhm. Mhm.  So that you really feel you’re gonna be hemmed in by that. I mean, your life is gonna be constricted  a good deal. A lot of the things you’ve been used to you just won’t have. S 19: And want for myself. C 19: And want for yourself.  Uh-huh. S 20: Yeah, that’s right. C 20: So really it does look like a very tough period, doesn’t it? S 21: Yep. It does.  But, I like being able to be sad and complain about how terrible I’m afraid it’s going to be then I can… like now I’m feeling like, and I’m excited too, you know, about facing it. C 21: Sort of a new phase of your life? Is it… it has excitement as well as dread in it, I guess. Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 26 S 21:  Yeah about seeing what it will be like,  in fact.  . [Sylvia: I smiled  a little bit there and I think that I was feeling like a relief of tension or, um, I don’t know how to describe it but a relief of, of after crying and feeling sad and then having that feeling pass  then that satisfies that aspect of their experience and then they can move on to something else. So that it’s very common to have positive feelings, uh, follow, uh, very, uh, negative ones. Also I might just comment here that, uh, these pauses seemed very brief to me, uh, but to some therapists, to some counselors, uh, a pause is very hard to bear. I don’t find pauses hard to bear. This was her silence and I was willing to let her have it and to speak up when she was ready. During those pauses, I’m very quiet inside. Um, I really am quite content to wait. Uh, sometimes I am reviewing what she has been experiencing. Um, but I’m not, uh, I’m not trying to look ahead, and I’m not thinking about the process. I’m just trying to feel it as it might be going on in her.] C 21: It will be a new adventure but it’s one that, uh, you feel different ways about. S 22: Mhm. Yeah. So that’s, that’s what I think about the most, in terms of a problem area.  Like, the  way I started crying it seemed like I just couldn’t wait to get here and cry about it.  It was a little dramatic that way. C 22: ‘Cos it is…well, it is, it is a real sad prospect. And one, I guess, that you don’t let out too much to other people, the sad side of it. Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 27 S 23: Right, I don’t do that  very well. I,  I am busy being strong  unconsciously. Or I’m also busy being depressed.   I’ve learned well. I believe being sad and scared are more dealing with  the problem. C 23: Mhm. Yeah being, being frightened of what you’re taking on and sad of what you’re losing for yourself.  Those are two very real  feelings. S 24: And I,  I also think that part of my fear and excitement is that I’ll be doing something different. Like, I’ve never worked  in, in my profession  and been like a confident,  single woman with young children  who are doing well.  And it’s like, um, that’s what I want for myself.   C 24: It’s a goal you’ve been working toward.  Mhm.  I wonder sort of how do your children feel about this? [Carl: Here I simply, um, followed my impulse because I found myself thinking about her children, I raised that question with her. Uh, whether that was a good move or not from a counseling point of view is, uh, hard to say until we see what happens next. You might think in viewing this that, uh, I had, uh, thought about what was going on and decided, “Here’s a, uh, here’s a piece that’s missing. Here’s something she hasn’t talked about.” Actually that’s not the process that goes on in me. Uh, I try to be open to whatever wells up in me and to say that, to, to act more, uh, from my inner feelings then from, from thinking about the process.] S 25: Well, my youngest son wants me to go work  so that we can have more  money and so that he can have more spending money. And, uh, my Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 28 oldest son has not, at this time, agreed to live with me yet.  But I’m preparing  with the hopes that he will at that time.  He is living with… he will be living with me the rest of the summer. C 25: Mhm. So that’s another new part of the… S 26: And my oldest son and I have a very strained relationship. He hasn’t been living with me the last two years. And so that’s gonna be another difficult part of what I’m talking about  is, um, at the same time needing and wanting to improve my relationship with Senate  and hoping there’ll be money for counseling. I’m hoping  that we can do work with a third party or in  a, uh, family group of some sort  because I believe that we’ll need help.  And, uh, so that’s, that, that part of the fall or the coming year scares me too about feeling so alienated from Senate. C 26: “Will he, will he really accept me as a mother?” [Sylvia: Well, he says, “Will he really accept as a mother” to me that is showing me he is listening to what I’m saying.  And that even, um,  I don’t know if it was or not at that time but it could be very easily have been a, a helper to me to help me focus with what I was, um, wrestling with in terms of understanding or clarifying for myself what I was thinking about it.] S 27:  As his mother,  as someone who loves him  and cares about him. C 27: So that’s a concern to ya, too. S 28:   Mhm. And can we get along? Can we live together? We haven’t lived together, and he’s lived in a very different lifestyle. Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 29 C 28: “Can we really form a relationship of the kind that both of us would like?” S 29: Pardon? C 29: Your asking yourself, “Can we really form a relationship that both of us will like?” S 30:  Mhm. Yeah, and be happy and,  yeah…   That’s an important… I hadn’t thought of that on my own, but you mentioning my children  brings up the part about Senate, which is a very important part of what I think about.  And I’m happy I’ll have him with us  during the summer and we’ll be able to have time. C 30: You can get a start on that. Mhm. S 31: Mhm. Yeah.  When I’m not working,  for example.  Well, I felt awfully rigid about this upcoming filming.  I felt it in my body a lot. And I feel, I felt more relaxed since we started. C 31: Mhm. Mhm.  It’s a really difficult thing. S 32: Mhm.  Right, and just the same it’s exciting  to come  on this trip and to see you again  and it’s also frightening a lot.  Ya know, who’s gonna see it? And what are they gonna think?  And what’s it gonna look like?  Am I, am I being hard on myself or am I being good to myself? I don’t know - to put myself in this position  is what I mean. C 32: Yeah.  You have quite a little of conflict about, “Should I really be doing this? Who, who will see it?  What will they say? Am I wise?” S 33: Uh-huh. What’s it gonna be? What’s the finished project, gonna be?   Will I ever see it?    Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 30 [Sylvia: To put myself in a position, um, where I’ll be… I was disclosing very private things about myself where other people, I have no idea who all, may be viewing this and making their own judgments, and, um, exposing myself,  that seems hard and, uh, being good to myself, being willing to go through the hardness for the opportunity of learning and experience of Carl. That, I think, is being very good for myself.] [Carl: Sylvia has been quite aware of the filming but has had what I believe is a very good attitude toward it. Uh, that she hopes that by being as natural as she can in the interviews, she’ll be making a contribution to the counseling field. Both in the interviews a year ago and clearly in this interview, the relationship with me has been very important to Sylvia.] C 33:  Looks to me as though your eyes are saying something, but I don’t know what.  S 34: Well, I’m thinking about how moved I’ve been when I’ve heard your voice a few times over the past year.  And now I’m here. C 34: That made a… S 35: I wanna take it in –  being here. C 35: Mhm.  I guess you’re saying that I mean a good deal to you. S 36: Well, this time with you.  Yes, you, mhm.   I’m thinking about what I want to talk about or I’m feeling kind of empty right now about talking.  C 36: Can you tell me what I do mean to you? S 37:  Yes, I can.  Well,  I think the best Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 31 thing that I like to think about you is that as I understand your writings, I have not read very much that you’ve written, but that you have, that you live what you write about. And my understanding of a lot of popular writers are they write one thing and somehow they just don’t quite live that. They live something very different. And so I think of you as,  um,  wonderful in that way and not, uh…  C 37: But what does that mean to you? S 38:   Well that it’s what I would like to be more:  to have values and be able to, to do them  and to live them. C 38:  You’d like to have a good match between your life  and what you believe  and value. S 39:  And what I also sense about you is, uh, like “patience” isn’t the right word, but I see you as being comfortable with yourself so much so that whatever I or anyone else says or does, doesn’t  get you uptight. C 39:  S 40:  And maybe it does.  Sometimes it probably does ‘cause you’re a human being. C 40: It certainly does, that’s right. S 41: But it doesn’t seem like it does  too much. [Carl: I really was not quite accepting of her, uh, of her feeling that, uh, in the relationship I clearly was not uptight. It strikes me that what she’s saying here is, uh, practically a, uh, statement of the, uh, attitudes that, uh, we have found most effective in therapy. She’s saying that she experiences me as being genuine. Uh, she experiences me Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 32 as caring about her. Uh, and I think it’s quite clear that she feels that I understand her empathically. And those are the elements that, uh, both in experience and in research have shown up as being the most, uh, potent elements in a counseling relationship.] S 42: And I like that. I would like to be more present  and, and comfortable with myself so that other people, including my children and so forth and so on, could do what they do, and that I could be able to be a source of support and not be personally threatened  by this little thing and that little thing. C 42: And that, that has meaning to me. You’d like to be sufficiently accepting of yourself, that then you can be comfortable with what your children do or what other people do  and not, uh,  not feel frightened,  thrown off balance. S 43:  Mhm. And I’ve enjoyed through the year in the few letters that I’ve gotten from you, your warmth, and interest in me, in my life. I’ve liked that a lot from  you. And at the time those letters were written we had no plans to  make a movie  or all that stuff so that was really enjoyable.  Do you feel answered well? C 43: Yeah. Mhm. Mhm.  And I’m interested enough in you to know of any other things in your life that are important to you or that, uh, that are difficult for ya, or whatever. S 44:  Well, I’d like to go one of two ways. I don’t know which yet. Uh, one way would be back to the single working mother business. I’m not sure where we might go with that, but I know it’s a big thing for me. And another way Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 33 would be to go with the difficulty I see myself in having with my relationships with men.   I do so much analyzing  that I, I feel like throwing up my hands. “What’s the use of even talking about it?” But I… C 44: But you do have  difficulties in… S 45: Yeah. I’ll, I’ll go with the men.  And that’s the most frightening thing for me to talk about  on this film because people that I know will probably be seeing this  and men that I know.  I see myself, uh, and this, this is real scattered in my mind.  Scattered,  and looking every which way.  Well, I see myself making acquaintance with men, many men, I mean not just one man  and spending some time with that person. And then, um, feeling that they lost interest in me or that I turned them off. And I tell myself things like, “You can’t expect every man you meet to fall in love with you.”  And, um, let’s see,  what else?  Oh and then I’ll tell myself all these reasonable… “Of course this man doesn’t like me because I’m this and I’m that and.…” But, I don’t very often feel the disappointment and confusion about “Well I had a good time with that man.” And it seems to me like he must not have had a good time with me because I didn’t hear from him again, or I did and things went such and such a way. And, uh… C 45: Sounds like it seems kind of mysterious to you.  Why the men lose interest in you. S 46: Uh-huh. And then I have feedback from one person, one man friend of mine, who Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 34 says that I create, ya know I turn people off, men, myself. And so it’s like it’s all, it’s all my doing anyway.  But I have felt lately impotent about how to,  how to have a successful long rel- long lasting relationship with a man. Successful, I don’t mean perfect, I mean  workable.  And, uh, I think workable is successful  these days.  Yeah. C 46: Well, that’s a part of your life in which you just haven’t had the kind of, um, success that you wish you had had. Mhm. Mhm. An important lack in some way. S 47:  Now I’m remembering we talked about this before. C 47: A little bit. S 48: A little bit, right.   And I do that, the kind of analyzing that ‘”Well I have all these habits like, uh, I, um, I like to be by myself, I’m not real generous and outgoing  and taking care of, of people that I meet.” And the woman that I live with says that she doesn’t see me doing that at all like, “Oh come in I’ll fix you dinner, I’ll do this, I’ll do that.” Like I don’t do that.  And, and so I’m confused about do I need to do that to be in a close relationship? It doesn’t seem to me like I should  need to sell out to be um enjoyed and wanted. C 48: I gather what you mean by “selling out” is that if you, if you really put yourself out in kind of an artificial way, you don’t want that. Is that what you’re saying? [Carl: This is a good example of a client experiencing confusion. And, uh, she tries to be, to talk about it rationally. But it’s clear that what she is experiencing is just confusion itself. I feel this could have been a better response had I really heard her feeling that she Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 35 is powerless in, her, uh, relationships with men that she simply doesn’t have what it takes to build a workable relationship. I believe this feeling that, uh, “I have some fundamental lack in myself” is one of the commonest feelings that one meets in counseling situations. Almost all of us at times feel “there must be some terrible flaw in me or I wouldn’t have such problems in my life.”] S 49: Yes, if I do all these things for a man, so then he’ll want me. C 49: Mhm. Kind of buying his favor,  as it were. And you just don’t see yourself doing that. Don’t wanna do that. S 50: Or wanting to do it.   And then I… another question, hard question, I ask myself is, “Well, I’m choosing men to relate to that don’t know how to give in the way that I want to be given to.”  And then I try  to figure that one out.  “Oh simple, I’m choosing, that just means I need to choose differently.”  And then I look around and it doesn’t seem so simple. C 50: Mhm. You say you’re trying to analyze and analyze and analyze what, “what lack in me?” or “you know what lack in me?’ I guess your asking yourself mostly, “What lack in me keeps,  keeps me from having a lasting  relationship with men?” S 51: And one thing that now I’m recalling that really frightened me was I was talking- I lived with my husband for eight years  and I felt rejected by him and I left him.  And I left him for a man I was very much in love with that I’ve been very close to  for five years. But he’s also… like, I moved away from him but I felt left  by him also. And so this man friend of mine Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 36 said to me, “Well, what’s wrong with you that you can’t keep a man?” And that, uh, that really scared me inside because when I look at the situation in a practical, sensible way that doesn’t seem like reality.  But then I don’t know maybe it’s true. C 51: But that her saying that  he saying that,  uh, really does touch something in you. “Is there something wrong with me  that I….“ S 52: That I don’t see.  And, and, uh, just the fact that it touched me so much shows me that there’s something there. C 52: Mhm. It,  it wouldn’t bother you that much, or you wouldn’t think so much about it if there wasn’t something in you that that refers to. S 53: Mhm.  And I,  I see my mother that way a lot, that my mother not being able to have a successful relationship with a man and so that’s been my model and…  like, why can’t… C 53: You’re saying, “Maybe, maybe I’m just following the same pattern as my mother.” S 54: Mhm. Well, I am in that respect and I don’t like it.  And I’m not willing to do a bunch of crummy stuff that I…   So, right now  I’m living alone  and I’m not doing any crummy stuff.  And I also have some very nice relationships. It’s  those shades of black and white.  But I do feel a lot of confusion about building an intimate relationship.  A monogamous type  or primary… C 54: So you can have good times and all that, but still there is this nagging question or these nagging questions, “Am I just following my mother’s pattern?” “What is Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 37 wrong with me that I don’t have a permanent relationship with a man?” [Sylvia: I don’t ever recall feeling like Carl wasn’t understanding me or… because if I did have that feeling there was something I could do about it right then and there in terms of helping him to better understand me, so then I did feel understood. His intention was to very much to be with me and, uh, if I got the sense that he wasn’t that we could talk about that.] [Carl: I think this interview is a good example of the fact that, uh, when the relationship is good, the client is able to take more and more risks. Sylvia begins with material which is quite present in her awareness, and yet by the end of the interview she is dipping into material which she doesn’t understand, which she’s a little bit fearful of expressing. Uh, She has gone several levels deeper during the interview and to me that’s, uh, the mark of a process of therapy that in the long run will be successful. Perhaps through this whole interview, it’s evident that, uh, following the client’s experiencing, being a companion to the client in whatever, uh, is going on in her does lead to opening up new, uh, areas of concern, new explorations, leads her into new, uh, territories.] Rogers’ Transcripts, Volume 12, Sylvia, 4th Interview, page 38 This transcript is available for purposes of research, study and teaching. It may not be sold. In this interview the responses of the therapist  , and the client   are numbered for easy reference. Carl Rogers Demonstrates Client-Centered Therapy Transcription from the Video of the Film ""Struggle for Acceptance” Session 5 with Sylvia - 1975 [Source: Whiteley, J. M. . The struggle for self-acceptance.] [Commentaries are typed in brackets and italics to distinguish from the actual interview.] Carl Commentary 1: [This is my fifth interview with Sylvia. The fourth interview had been held on the previous day. Prior to that there had been the three interviews a year earlier. The interview will be shown as it was recorded, but with comments both from Sylvia and from myself at points where we felt we wished to clarify what was going on,uh, or to make some comment about what was going on.] Carl: Well, where would you like to start this morning? Sylvia1: Well, uh, I want to tell you about something that I've been thinking about and that’s it's a, a sharing more than  telling you a problem.  C Commentary 2: [So often clients and counselors get the feeling that, uh, the relationship is one which must be filled only with problems. Uh, Sylvia gives a little indication of that, this is just a sharing, it's not a problem.] S1 : And that is I’ve just recently noticed in myself that I've been learning.   And that's a big deal. Uh, I hear people say all the time, “Oh, I've learned so much, I learned this and I learned that and that was such a learning experience.” And I, all these years that I've been grown up, I haven't felt any learning, and I feel, “Well, what did you learn and how did you know that you learned it?” And it was a mystery to me.  And just the last few weeks, or actually I've been realizing in the last year mainly is that I’ve learned some things  and I know I've learned them and I, I know that, okay, that I'm at this point and with a certain situation or idea and that six months ago or three months ago it was different.  And so I'm feeling my learning and that's really exciting. C Commentary 3: [A relationship should be one in which good feelings have just as much place as bad feelings, and here she's bringing out some very positive feelings about Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 39 herself, which is a healthy and valid part of a counseling relationship. It's always exciting to me to, uh, hear a client telling of positive steps which, uh, he or she has been taking, and here Sylvia sounds confident as she's doing something that she has decided to do in her own way, not necessarily following all the books, but doing what she feels and experiences is right.]"
Client,1,": And it’s the awareness of it that's new.  That you're beginning to realize, “Hey, I am different in this respect,  I've learned something.” S2: I've changed.  And I can see the difference and feel the difference.  Yeah."
Client,2,": What are some of those differences? S3: Well,  um, I, I've made a decision to be more strict with my children  and to, uh, to listen to them but decide that I'm their mother and I know many things they don't, and that I will make many more decisions than  I've made in the past. And uhC3: M-hm, m-hm. Sounds as though you feel a bit stronger that way. S4: Yes. And and I've been trying it.  Trying being the more strict person and it's working beautifully.  Uh, they at first they, you know, have their little resistance or whatever it is but then we go on with the program, which is my program more,  and I feel a lot better about that as being uh uh helping children to adjust to the world."
Client,4,": I mean, sounds, sounds like you feel more like a grown-up mother. S5: M-hm. Capable.  Of making appropriate decisions.  For them. And another area is sex. And, uh, and I, I've done a lot of things in the past year, in the past mainly year that I haven't done before. That is, I've had intercourse with a few different men  and put myself in situations where before I was absolutely unwilling to do because of my fears and, and I've learned some things about myself. Like I know a lot more right now today about what kind of sexual relationship, what kind of intimate relationships that I want to have with men and that feels good.  Beca ... and, um, and it only came through, uh, risking I mean there was no, it only became through trying things out, there was no amount  There was no amount of, of therapy or reading or thinking or talking  that helped me to learn those things,  but it was feeling strong enough within myself that I can take chances."
Client,5,": So risking has been the road to learning  in the sexual area. S6: Uh-huh.  And it is with my children  and it is with relating to people in many ways, not just sexually.   Other ways too. Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 40  C Commentary 4: [Sylvia is showing a lot of risking behavior. She's risking a good deal to talk about things like this on film. But what's more important is that she has come to the point in her own life where, where she realizes that her own experience is the best guide for her, not books, not therapy, not anything outside of herself. It is her own experience from which she can learn, and here she is learning in a very sensitive and, uh, personal area and is willing to share that with us.] S6 : Reaching out to people and approaching strangers and, uh ..."
Client,6,": Taking all kinds of risks that you hadn't before. S7: Some. More,  which, I mean I, I don't know about all kinds.  Quite a few, and it's been exciting  and hard."
Client,7,": And I guess that leads to a, uh, to a deeper kind of learning, or at any rate, a learning that you feel more sure of. I guess, I get a sense of assurance in what you're talking about. An assurance in you. C Commentary 5: [One thing that has been true with Sylvia in every interview we've had is that she thinks carefully about what she says, she thinks carefully about what I say, and when what I say is not correct, doesn't match her experience, she's quite willing to correct me. She is very precise in both describing her own feelings and also in making sure that my response to them is also accurate.] S8: Well, yes. Yes and no.  And I ... I ... feel more im... like I, I was saying before, I feel more immature and more and I'm more aware of my immaturity.  They're both, uh, a part of each other.  And uh, does that make, does that, I guess I'm thinking that it just sounds crazy."
Client,8,": No, I don't S9: To say that I feel more mature because I know I'm how, I know more about how immature I am."
Client,9,": Uh-huh. No, that makes a lot of sense to me. S Commentary 1: [I was surprised at what I said made sense to him. I think that I thought that it made sense to me, but that doesn't necessarily mean it would make sense to other people. I mean, it made in my own system of what was said. It felt good that he could understand me and he knew I that, that it made sense to him too.] C Commentary 6: [It's important to Sylvia to make sure that she's accurately understood. Can anyone understand how she can be more mature by being aware of her immaturity? Well, to me, that's quite understandable, but it's clear that she wants to make certain that Rogers’ Transcripts, Volume 12, Sylvia, 5th Interview, page 41 my understanding extends to that degree.] S10: It does."
Client,10,": Uh-huh. Because you’re, you're uh more aware of all aspects of yourself  and it sounds a more acceptant of them too. “Yes, I'm mature in certain ways  and here's some ways I know I'm immature.” S11: And I didn't know that before,  or I, I knew I felt uncomfortable that I didn't understand it.  But that's related to something I've been thinking about, I think, about being here with you and, uh, and telling myself two things.  One is, “Oh, you're just a, I'm just a dependent personality,” you know, Carl Rogers or blah-blah-blah-blah, don't, I don't run my own life.  I go for help a lot.  And then I tell myself I’ve always been so strong and so together and having everything so worked out in my head that I don't allow myself to, to be helpless in a situation where it might be  good for me.  Like right now here with you, I would like to be more helpless, which to me means open, I think.  To what to us and, uh, and I see myself being, uh, together and not being helpless.  S Commentary 2: [I think at that point I was feeling concern that I was just gonna go to another session of being all in control of things and and rattling on and on. I probably made a conscious decision that that I have to do something to, to break that and, uh, which was talk about it, talk about my fear. My fear was or concern that I wouldn't learn anything.]"
